id,userId,productVarianceId,quantity,orderDate
578,6656,1,1,2022-05-01
579,1458,1,1,2022-05-01
580,4173,1,1,2022-05-01
581,4954,1,1,2022-05-01
582,2603,1,1,2022-05-01
583,312,1,1,2022-05-02
584,3859,1,1,2022-05-02
585,340,1,1,2022-05-03
586,2450,1,1,2022-05-03
587,6694,1,1,2022-05-04
588,730,1,1,2022-05-04
589,4308,1,1,2022-05-04
590,3400,1,1,2022-05-04
591,5996,1,1,2022-05-04
592,8695,1,1,2022-05-04
593,10295,1,1,2022-05-04
594,6370,1,1,2022-05-04
595,10838,1,1,2022-05-04
596,4232,1,1,2022-05-04
597,1800,1,1,2022-05-04
598,6961,1,1,2022-05-04
599,4413,1,1,2022-05-04
600,3024,1,1,2022-05-05
601,9184,1,1,2022-05-06
602,4308,1,1,2022-05-06
603,1121,1,1,2022-05-07
604,7825,1,1,2022-05-07
605,5565,1,1,2022-05-07
606,5107,1,1,2022-05-07
607,3243,1,1,2022-05-08
608,2932,1,1,2022-05-08
609,7469,1,1,2022-05-08
610,1311,1,1,2022-05-08
611,5892,1,1,2022-05-08
612,895,1,1,2022-05-08
613,1279,1,1,2022-05-08
614,9411,1,1,2022-05-08
615,3675,1,1,2022-05-08
616,11385,1,1,2022-05-09
617,6366,1,1,2022-05-09
618,4415,1,1,2022-05-09
619,5920,1,1,2022-05-09
620,2426,1,1,2022-05-09
621,6262,1,1,2022-05-09
622,7741,1,1,2022-05-10
623,4724,1,1,2022-05-10
624,4165,1,1,2022-05-11
625,1799,1,1,2022-05-11
626,4198,1,1,2022-05-11
627,4063,1,1,2022-05-11
628,2673,1,1,2022-05-11
629,7383,1,1,2022-05-11
630,5077,1,1,2022-05-12
631,1930,1,1,2022-05-12
632,2401,1,1,2022-05-12
633,895,1,1,2022-05-12
634,7124,1,1,2022-05-12
635,1100,1,1,2022-05-12
636,3169,1,1,2022-05-12
637,4528,1,1,2022-05-12
638,3793,1,1,2022-05-12
639,3809,1,1,2022-05-12
640,2146,1,1,2022-05-12
641,3963,1,1,2022-05-12
642,8097,1,1,2022-05-12
643,4488,1,1,2022-05-13
644,907,1,1,2022-05-14
645,3501,1,1,2022-05-15
646,1042,1,1,2022-05-16
647,9301,1,1,2022-05-16
648,834,1,1,2022-05-17
649,3400,1,1,2022-05-18
650,2504,1,1,2022-05-18
651,7161,1,1,2022-05-18
652,2555,1,1,2022-05-18
653,450,1,1,2022-05-19
654,94,1,1,2022-05-19
655,8085,1,1,2022-05-19
656,3822,1,1,2022-05-19
657,3161,1,1,2022-05-20
658,4785,1,1,2022-05-21
659,10659,1,1,2022-05-21
660,490,1,1,2022-05-21
661,4858,1,1,2022-05-21
662,3264,1,1,2022-05-22
663,596,1,1,2022-05-22
664,5710,1,1,2022-05-22
665,10088,1,1,2022-05-22
666,1153,1,1,2022-05-22
667,1065,1,1,2022-05-23
668,8410,1,1,2022-05-24
669,4270,1,1,2022-05-24
670,1189,1,1,2022-05-25
671,8830,1,1,2022-05-25
672,3597,1,1,2022-05-25
673,165,1,1,2022-05-25
674,118,1,1,2022-05-25
675,4749,1,1,2022-05-25
676,6084,1,1,2022-05-25
677,5425,1,1,2022-05-25
678,919,1,1,2022-05-25
679,4260,1,1,2022-05-26
680,2177,1,1,2022-05-26
681,7656,1,1,2022-05-26
682,1103,1,1,2022-05-26
683,11659,1,1,2022-05-26
684,2003,1,1,2022-05-26
685,11257,1,1,2022-05-26
686,5156,1,1,2022-05-26
687,4795,1,1,2022-05-26
688,11517,1,1,2022-05-26
689,3216,1,1,2022-05-26
690,5098,1,1,2022-05-26
691,7959,1,1,2022-05-26
692,3713,1,1,2022-05-26
693,2118,1,1,2022-05-26
694,5749,1,1,2022-05-27
695,10493,1,1,2022-05-27
696,10327,1,1,2022-05-27
697,9465,1,1,2022-05-27
698,2412,1,1,2022-05-27
699,721,1,1,2022-05-27
700,2361,1,1,2022-05-27
701,4571,1,1,2022-05-28
702,1523,1,1,2022-05-28
703,9751,1,1,2022-05-28
704,2354,1,1,2022-05-28
705,2133,1,1,2022-05-28
706,3793,1,1,2022-05-28
707,2499,1,1,2022-05-28
708,7568,1,1,2022-05-28
709,1457,1,1,2022-05-29
710,3264,1,1,2022-05-29
711,5048,1,1,2022-05-29
712,9301,1,1,2022-05-29
713,10189,1,1,2022-05-29
714,5397,1,1,2022-05-29
715,3590,1,1,2022-05-29
716,1737,1,1,2022-05-29
717,6552,1,1,2022-05-29
718,705,1,1,2022-05-29
719,2599,1,1,2022-05-29
720,337,1,1,2022-05-29
721,5182,1,1,2022-05-29
722,4795,1,1,2022-05-30
723,9476,1,1,2022-05-30
724,1805,1,1,2022-05-30
725,5882,1,1,2022-05-31
726,2354,1,1,2022-05-31
727,3745,1,1,2022-05-31
728,5920,1,1,2022-06-02
729,730,1,1,2022-06-03
730,410,1,1,2022-06-04
731,6851,1,1,2022-06-05
732,2620,1,1,2022-06-06
733,8084,1,1,2022-06-07
734,894,1,1,2022-06-08
735,10060,1,1,2022-06-09
736,8155,1,1,2022-06-10
737,723,1,1,2022-06-11
738,4260,1,1,2022-06-12
739,2478,1,1,2022-06-13
740,5913,1,1,2022-06-14
741,239,1,1,2022-06-15
742,2426,1,1,2022-06-16
743,3675,1,1,2022-06-17
744,9243,1,1,2022-06-18
745,2401,1,1,2022-06-18
746,4372,1,1,2022-06-19
747,2083,1,1,2022-06-19
748,3400,1,1,2022-06-20
749,4232,1,1,2022-06-21
750,3227,1,1,2022-06-22
751,5191,1,1,2022-06-23
752,11497,1,1,2022-06-24
753,2605,1,1,2022-06-24
754,1092,1,1,2022-06-24
755,2627,1,1,2022-06-25
756,740,1,1,2022-06-25
757,2844,1,1,2022-06-26
758,4166,1,1,2022-06-27
759,2428,1,1,2022-06-27
760,5975,1,1,2022-06-28
761,1739,1,1,2022-06-28
762,5764,1,1,2022-06-28
763,1800,1,1,2022-06-29
764,8441,1,1,2022-06-29
765,5746,1,1,2022-06-30
766,2133,1,1,2022-06-30
767,4936,1,1,2022-06-30
768,5807,1,1,2022-07-01
769,4166,1,1,2022-07-01
770,4577,1,1,2022-07-01
771,2143,1,1,2022-07-01
772,3682,1,1,2022-07-02
773,340,1,1,2022-07-02
774,656,1,1,2022-07-03
775,6283,1,1,2022-07-03
776,665,1,1,2022-07-03
777,6078,1,1,2022-07-04
778,2075,1,1,2022-07-04
779,7444,1,1,2022-07-04
780,2417,1,1,2022-07-04
781,3410,1,1,2022-07-04
782,3936,1,1,2022-07-05
783,5969,1,1,2022-07-05
784,5828,1,1,2022-07-05
785,1213,1,1,2022-07-05
786,930,1,1,2022-07-05
787,6842,1,1,2022-07-05
788,3335,1,1,2022-07-06
789,2493,1,1,2022-07-06
790,9366,1,1,2022-07-06
791,6903,1,1,2022-07-06
792,6070,1,1,2022-07-06
793,600,1,1,2022-07-07
794,8999,1,1,2022-07-08
795,3744,1,1,2022-07-09
796,6323,1,1,2022-07-09
797,6463,1,1,2022-07-10
798,11321,1,1,2022-07-10
799,5785,1,1,2022-07-11
800,2361,1,1,2022-07-12
801,2620,1,1,2022-07-12
802,1930,1,1,2022-07-12
803,2555,1,1,2022-07-12
804,3498,1,1,2022-07-13
805,929,1,1,2022-07-14
806,7121,1,1,2022-07-15
807,664,1,1,2022-07-15
808,430,1,1,2022-07-16
809,2227,1,1,2022-07-17
810,3296,1,1,2022-07-17
811,1147,1,1,2022-07-18
812,4961,1,1,2022-07-18
813,8268,1,1,2022-07-18
814,3387,1,1,2022-07-18
815,3745,1,1,2022-07-18
816,7724,1,1,2022-07-18
817,4360,1,1,2022-07-18
818,337,1,1,2022-07-19
819,1780,1,1,2022-07-19
820,2227,1,1,2022-07-19
821,92,1,1,2022-07-19
822,3185,1,1,2022-07-19
823,6919,1,1,2022-07-20
824,2572,1,1,2022-07-20
825,2278,1,1,2022-07-20
826,6229,1,1,2022-07-21
827,9668,1,1,2022-07-22
828,8285,1,1,2022-07-23
829,8128,1,1,2022-07-24
830,1906,1,1,2022-07-24
831,4436,1,1,2022-07-25
832,10356,1,1,2022-07-25
833,37,1,1,2022-07-25
834,923,1,1,2022-07-26
835,7383,1,1,2022-07-26
836,664,1,1,2022-07-26
837,9476,1,1,2022-07-26
838,9015,1,1,2022-07-27
839,10143,1,1,2022-07-27
840,9375,1,1,2022-07-28
841,1010,1,1,2022-07-28
842,2605,1,1,2022-07-28
843,10187,1,1,2022-07-28
844,11532,1,1,2022-07-28
845,8854,1,1,2022-07-29
846,9974,1,1,2022-07-29
847,2926,1,1,2022-07-29
848,3610,1,1,2022-07-30
849,5016,1,1,2022-07-30
850,930,1,1,2022-07-30
851,7126,1,1,2022-07-30
852,1778,1,1,2022-07-30
853,7104,1,1,2022-07-30
854,577,1,1,2022-07-30
855,37,1,1,2022-07-30
856,245,1,1,2022-07-31
857,7536,1,1,2022-07-31
858,5077,1,1,2022-07-31
859,1422,1,1,2022-07-31
860,10078,1,1,2022-07-31
861,9596,1,1,2022-08-01
862,3771,1,1,2022-08-01
863,1925,1,1,2022-08-01
864,1076,1,1,2022-08-02
865,3823,1,1,2022-08-02
866,10580,1,1,2022-08-03
867,6506,1,1,2022-08-03
868,1138,1,1,2022-08-03
869,4436,1,1,2022-08-03
870,245,1,1,2022-08-03
871,262,1,1,2022-08-03
872,3335,1,1,2022-08-04
873,7968,1,1,2022-08-04
874,9411,1,1,2022-08-04
875,4943,1,1,2022-08-04
876,9155,1,1,2022-08-04
877,474,1,1,2022-08-04
878,4737,1,1,2022-08-04
879,8959,1,1,2022-08-04
880,8457,1,1,2022-08-04
