date,number_of_users
2021-09-08,713
2021-09-09,719
2021-09-09,725
2021-09-09,731
2021-09-09,737
2021-09-09,743
2021-09-09,749
2021-09-10,751
2021-09-10,753
2021-09-11,755
2021-09-11,757
2021-09-12,760
2021-09-12,763
2021-09-12,766
2021-09-13,768
2021-09-13,770
2021-09-14,771
2021-09-15,773
2021-09-15,775
2021-09-16,777
2021-09-16,779
2021-09-17,780
2021-09-18,782
2021-09-18,784
2021-09-19,788
2021-09-19,792
2021-09-19,796
2021-09-19,800
2021-09-20,802
2021-09-20,804
2021-09-21,807
2021-09-21,810
2021-09-21,813
2021-09-22,814
2021-09-23,817
2021-09-23,820
2021-09-23,823
2021-09-24,824
2021-09-25,826
2021-09-25,828
2021-09-26,831
2021-09-26,834
2021-09-26,837
2021-09-27,838
2021-09-28,839
2021-09-29,842
2021-09-29,845
2021-09-29,848
2021-09-30,850
2021-09-30,852
2021-10-01,854
2021-10-01,856
2021-10-02,859
2021-10-02,862
2021-10-02,865
2021-10-03,868
2021-10-03,871
2021-10-03,874
2021-10-04,878
2021-10-04,882
2021-10-04,886
2021-10-04,890
2021-10-05,893
2021-10-05,896
2021-10-05,899
2021-10-06,901
2021-10-06,903
2021-10-07,905
2021-10-07,907
2021-10-08,909
2021-10-08,911
2021-10-09,919
2021-10-09,927
2021-10-09,935
2021-10-09,943
2021-10-09,951
2021-10-09,959
2021-10-09,967
2021-10-09,975
2021-10-10,977
2021-10-10,979
2021-10-11,982
2021-10-11,985
2021-10-11,988
2021-10-12,991
2021-10-12,994
2021-10-12,997
2021-10-13,999
2021-10-13,1001
2021-10-14,1003
2021-10-14,1005
2021-10-15,1007
2021-10-15,1009
2021-10-16,1011
2021-10-16,1013
2021-10-17,1014
2021-10-18,1016
2021-10-18,1018
2021-10-19,1019
2021-10-20,1024
2021-10-20,1029
2021-10-20,1034
2021-10-20,1039
2021-10-20,1044
2021-10-21,1049
2021-10-21,1054
2021-10-21,1059
2021-10-21,1064
2021-10-21,1069
2021-10-22,1071
2021-10-22,1073
2021-10-23,1077
2021-10-23,1081
2021-10-23,1085
2021-10-23,1089
2021-10-24,1091
2021-10-24,1093
2021-10-25,1096
2021-10-25,1099
2021-10-25,1102
2021-10-26,1103
2021-10-27,1106
2021-10-27,1109
2021-10-27,1112
2021-10-28,1114
2021-10-28,1116
2021-10-29,1118
2021-10-29,1120
2021-10-30,1122
2021-10-30,1124
2021-10-31,1125
2021-11-01,1126
2021-11-02,1128
2021-11-02,1130
2021-11-03,1135
2021-11-03,1140
2021-11-03,1145
2021-11-03,1150
2021-11-03,1155
2021-11-04,1157
2021-11-04,1159
2021-11-05,1164
2021-11-05,1169
2021-11-05,1174
2021-11-05,1179
2021-11-05,1184
2021-11-06,1185
2021-11-07,1187
2021-11-07,1189
2021-11-08,1192
2021-11-08,1195
2021-11-08,1198
2021-11-09,1201
2021-11-09,1204
2021-11-09,1207
2021-11-10,1208
2021-11-11,1210
2021-11-11,1212
2021-11-12,1215
2021-11-12,1218
2021-11-12,1221
2021-11-13,1224
2021-11-13,1227
2021-11-13,1230
2021-11-14,1232
2021-11-14,1234
2021-11-15,1236
2021-11-15,1238
2021-11-16,1240
2021-11-16,1242
2021-11-17,1247
2021-11-17,1252
2021-11-17,1257
2021-11-17,1262
2021-11-17,1267
2021-11-18,1269
2021-11-18,1271
2021-11-19,1275
2021-11-19,1279
2021-11-19,1283
2021-11-19,1287
2021-11-20,1290
2021-11-20,1293
2021-11-20,1296
2021-11-21,1301
2021-11-21,1306
2021-11-21,1311
2021-11-21,1316
2021-11-21,1321
2021-11-22,1324
2021-11-22,1327
2021-11-22,1330
2021-11-23,1334
2021-11-23,1338
2021-11-23,1342
2021-11-23,1346
2021-11-24,1347
2021-11-25,1351
2021-11-25,1355
2021-11-25,1359
2021-11-25,1363
2021-11-26,1366
2021-11-26,1369
2021-11-26,1372
2021-11-27,1374
2021-11-27,1376
2021-11-28,1379
2021-11-28,1382
2021-11-28,1385
2021-11-29,1388
2021-11-29,1391
2021-11-29,1394
2021-11-30,1395
2021-12-01,1403
2021-12-01,1411
2021-12-01,1419
2021-12-01,1427
2021-12-01,1435
2021-12-01,1443
2021-12-01,1451
2021-12-01,1459
2021-12-02,1462
2021-12-02,1465
2021-12-02,1468
2021-12-03,1470
2021-12-03,1472
2021-12-04,1476
2021-12-04,1480
2021-12-04,1484
2021-12-04,1488
2021-12-05,1493
2021-12-05,1498
2021-12-05,1503
2021-12-05,1508
2021-12-05,1513
2021-12-06,1517
2021-12-06,1521
2021-12-06,1525
2021-12-06,1529
2021-12-07,1531
2021-12-07,1533
2021-12-08,1534
2021-12-09,1538
2021-12-09,1542
2021-12-09,1546
2021-12-09,1550
2021-12-10,1554
2021-12-10,1558
2021-12-10,1562
2021-12-10,1566
2021-12-11,1570
2021-12-11,1574
2021-12-11,1578
2021-12-11,1582
2021-12-12,1583
2021-12-13,1586
2021-12-13,1589
2021-12-13,1592
2021-12-14,1594
2021-12-14,1596
2021-12-15,1598
2021-12-15,1600
2021-12-16,1602
2021-12-16,1604
2021-12-17,1605
2021-12-18,1607
2021-12-18,1609
2021-12-19,1610
2021-12-20,1613
2021-12-20,1616
2021-12-20,1619
2021-12-21,1624
2021-12-21,1629
2021-12-21,1634
2021-12-21,1639
2021-12-21,1644
2021-12-22,1648
2021-12-22,1652
2021-12-22,1656
2021-12-22,1660
2021-12-23,1666
2021-12-23,1672
2021-12-23,1678
2021-12-23,1684
2021-12-23,1690
2021-12-23,1696
2021-12-24,1701
2021-12-24,1706
2021-12-24,1711
2021-12-24,1716
2021-12-24,1721
2021-12-25,1723
2021-12-25,1725
2021-12-26,1728
2021-12-26,1731
2021-12-26,1734
2021-12-27,1736
2021-12-27,1738
2021-12-28,1741
2021-12-28,1744
2021-12-28,1747
2021-12-29,1749
2021-12-29,1751
2021-12-30,1753
2021-12-30,1755
2021-12-31,1758
2021-12-31,1761
2021-12-31,1764
2022-01-01,1767
2022-01-01,1770
2022-01-01,1773
2022-01-02,1775
2022-01-02,1777
2022-01-03,1780
2022-01-03,1783
2022-01-03,1786
2022-01-04,1789
2022-01-04,1792
2022-01-04,1795
2022-01-05,1797
2022-01-05,1799
2022-01-06,1802
2022-01-06,1805
2022-01-06,1808
2022-01-07,1811
2022-01-07,1814
2022-01-07,1817
2022-01-08,1819
2022-01-08,1821
2022-01-09,1824
2022-01-09,1827
2022-01-09,1830
2022-01-10,1833
2022-01-10,1836
2022-01-10,1839
2022-01-11,1842
2022-01-11,1845
2022-01-11,1848
2022-01-12,1849
2022-01-13,1851
2022-01-13,1853
2022-01-14,1857
2022-01-14,1861
2022-01-14,1865
2022-01-14,1869
2022-01-15,1872
2022-01-15,1875
2022-01-15,1878
2022-01-16,1881
2022-01-16,1884
2022-01-16,1887
2022-01-17,1889
2022-01-17,1891
2022-01-18,1893
2022-01-18,1895
2022-01-19,1899
2022-01-19,1903
2022-01-19,1907
2022-01-19,1911
2022-01-20,1914
2022-01-20,1917
2022-01-20,1920
2022-01-21,1923
2022-01-21,1926
2022-01-21,1929
2022-01-22,1933
2022-01-22,1937
2022-01-22,1941
2022-01-22,1945
2022-01-23,1946
2022-01-24,1949
2022-01-24,1952
2022-01-24,1955
2022-01-25,1957
2022-01-25,1959
2022-01-26,1961
2022-01-26,1963
2022-01-27,1964
2022-01-28,1966
2022-01-28,1968
2022-01-29,1971
2022-01-29,1974
2022-01-29,1977
2022-01-30,1980
2022-01-30,1983
2022-01-30,1986
2022-01-31,1992
2022-01-31,1998
2022-01-31,2004
2022-01-31,2010
2022-01-31,2016
2022-01-31,2022
2022-02-01,2026
2022-02-01,2030
2022-02-01,2034
2022-02-01,2038
2022-02-02,2042
2022-02-02,2046
2022-02-02,2050
2022-02-02,2054
2022-02-03,2058
2022-02-03,2062
2022-02-03,2066
2022-02-03,2070
2022-02-04,2073
2022-02-04,2076
2022-02-04,2079
2022-02-05,2082
2022-02-05,2085
2022-02-05,2088
2022-02-06,2091
2022-02-06,2094
2022-02-06,2097
2022-02-07,2098
2022-02-08,2101
2022-02-08,2104
2022-02-08,2107
2022-02-09,2109
2022-02-09,2111
2022-02-10,2114
2022-02-10,2117
2022-02-10,2120
2022-02-11,2124
2022-02-11,2128
2022-02-11,2132
2022-02-11,2136
2022-02-12,2138
2022-02-12,2140
2022-02-13,2143
2022-02-13,2146
2022-02-13,2149
2022-02-14,2151
2022-02-14,2153
2022-02-15,2155
2022-02-15,2157
2022-02-16,2160
2022-02-16,2163
2022-02-16,2166
2022-02-17,2169
2022-02-17,2172
2022-02-17,2175
2022-02-18,2177
2022-02-18,2179
2022-02-19,2181
2022-02-19,2183
2022-02-20,2186
2022-02-20,2189
2022-02-20,2192
2022-02-21,2195
2022-02-21,2198
2022-02-21,2201
2022-02-22,2203
2022-02-22,2205
2022-02-23,2210
2022-02-23,2215
2022-02-23,2220
2022-02-23,2225
2022-02-23,2230
2022-02-24,2235
2022-02-24,2240
2022-02-24,2245
2022-02-24,2250
2022-02-24,2255
2022-02-25,2258
2022-02-25,2261
2022-02-25,2264
2022-02-26,2266
2022-02-26,2268
2022-02-27,2270
2022-02-27,2272
2022-02-28,2277
2022-02-28,2282
2022-02-28,2287
2022-02-28,2292
2022-02-28,2297
2022-03-01,2300
2022-03-01,2303
2022-03-01,2306
2022-03-02,2308
2022-03-02,2310
2022-03-03,2312
2022-03-03,2314
2022-03-04,2318
2022-03-04,2322
2022-03-04,2326
2022-03-04,2330
2022-03-05,2332
2022-03-05,2334
2022-03-06,2336
2022-03-06,2338
2022-03-07,2340
2022-03-07,2342
2022-03-08,2345
2022-03-08,2348
2022-03-08,2351
2022-03-09,2354
2022-03-09,2357
2022-03-09,2360
2022-03-10,2365
2022-03-10,2370
2022-03-10,2375
2022-03-10,2380
2022-03-10,2385
2022-03-11,2387
2022-03-11,2389
2022-03-12,2391
2022-03-12,2393
2022-03-13,2396
2022-03-13,2399
2022-03-13,2402
2022-03-14,2404
2022-03-14,2406
2022-03-15,2408
2022-03-15,2410
2022-03-16,2412
2022-03-16,2414
2022-03-17,2416
2022-03-17,2418
2022-03-18,2421
2022-03-18,2424
2022-03-18,2427
2022-03-19,2429
2022-03-19,2431
2022-03-20,2434
2022-03-20,2437
2022-03-20,2440
2022-03-21,2445
2022-03-21,2450
2022-03-21,2455
2022-03-21,2460
2022-03-21,2465
2022-03-22,2469
2022-03-22,2473
2022-03-22,2477
2022-03-22,2481
2022-03-23,2488
2022-03-23,2495
2022-03-23,2502
2022-03-23,2509
2022-03-23,2516
2022-03-23,2523
2022-03-23,2530
2022-03-24,2533
2022-03-24,2536
2022-03-24,2539
2022-03-25,2543
2022-03-25,2547
2022-03-25,2551
2022-03-25,2555
2022-03-26,2557
2022-03-26,2559
2022-03-27,2566
2022-03-27,2573
2022-03-27,2580
2022-03-27,2587
2022-03-27,2594
2022-03-27,2601
2022-03-27,2608
2022-03-28,2611
2022-03-28,2614
2022-03-28,2617
2022-03-29,2621
2022-03-29,2625
2022-03-29,2629
2022-03-29,2633
2022-03-30,2636
2022-03-30,2639
2022-03-30,2642
2022-03-31,2649
2022-03-31,2656
2022-03-31,2663
2022-03-31,2670
2022-03-31,2677
2022-03-31,2684
2022-03-31,2691
2022-04-01,2694
2022-04-01,2697
2022-04-01,2700
2022-04-02,2703
2022-04-02,2706
2022-04-02,2709
2022-04-03,2711
2022-04-03,2713
2022-04-04,2715
2022-04-04,2717
2022-04-05,2723
2022-04-05,2729
2022-04-05,2735
2022-04-05,2741
2022-04-05,2747
2022-04-05,2753
2022-04-06,2757
2022-04-06,2761
2022-04-06,2765
2022-04-06,2769
2022-04-07,2772
2022-04-07,2775
2022-04-07,2778
2022-04-08,2782
2022-04-08,2786
2022-04-08,2790
2022-04-08,2794
2022-04-09,2797
2022-04-09,2800
2022-04-09,2803
2022-04-10,2808
2022-04-10,2813
2022-04-10,2818
2022-04-10,2823
2022-04-10,2828
2022-04-11,2834
2022-04-11,2840
2022-04-11,2846
2022-04-11,2852
2022-04-11,2858
2022-04-11,2864
2022-04-12,2868
2022-04-12,2872
2022-04-12,2876
2022-04-12,2880
2022-04-13,2883
2022-04-13,2886
2022-04-13,2889
2022-04-14,2895
2022-04-14,2901
2022-04-14,2907
2022-04-14,2913
2022-04-14,2919
2022-04-14,2925
2022-04-15,2930
2022-04-15,2935
2022-04-15,2940
2022-04-15,2945
2022-04-15,2950
2022-04-16,2952
2022-04-16,2954
2022-04-17,2959
2022-04-17,2964
2022-04-17,2969
2022-04-17,2974
2022-04-17,2979
2022-04-18,2985
2022-04-18,2991
2022-04-18,2997
2022-04-18,3003
2022-04-18,3009
2022-04-18,3015
2022-04-19,3018
2022-04-19,3021
2022-04-19,3024
2022-04-20,3026
2022-04-20,3028
2022-04-21,3030
2022-04-21,3032
2022-04-22,3035
2022-04-22,3038
2022-04-22,3041
2022-04-23,3044
2022-04-23,3047
2022-04-23,3050
2022-04-24,3054
2022-04-24,3058
2022-04-24,3062
2022-04-24,3066
2022-04-25,3068
2022-04-25,3070
2022-04-26,3072
2022-04-26,3074
2022-04-27,3077
2022-04-27,3080
2022-04-27,3083
2022-04-28,3086
2022-04-28,3089
2022-04-28,3092
2022-04-29,3096
2022-04-29,3100
2022-04-29,3104
2022-04-29,3108
2022-04-30,3113
2022-04-30,3118
2022-04-30,3123
2022-04-30,3128
2022-04-30,3133
2022-05-01,3138
2022-05-01,3143
2022-05-01,3148
2022-05-01,3153
2022-05-01,3158
2022-05-02,3161
2022-05-02,3164
2022-05-02,3167
2022-05-03,3171
2022-05-03,3175
2022-05-03,3179
2022-05-03,3183
2022-05-04,3189
2022-05-04,3195
2022-05-04,3201
2022-05-04,3207
2022-05-04,3213
2022-05-04,3219
2022-05-05,3221
2022-05-05,3223
2022-05-06,3228
2022-05-06,3233
2022-05-06,3238
2022-05-06,3243
2022-05-06,3248
2022-05-07,3250
2022-05-07,3252
2022-05-08,3258
2022-05-08,3264
2022-05-08,3270
2022-05-08,3276
2022-05-08,3282
2022-05-08,3288
2022-05-09,3294
2022-05-09,3300
2022-05-09,3306
2022-05-09,3312
2022-05-09,3318
2022-05-09,3324
2022-05-10,3326
2022-05-10,3328
2022-05-11,3332
2022-05-11,3336
2022-05-11,3340
2022-05-11,3344
2022-05-12,3347
2022-05-12,3350
2022-05-12,3353
2022-05-13,3358
2022-05-13,3363
2022-05-13,3368
2022-05-13,3373
2022-05-13,3378
2022-05-14,3382
2022-05-14,3386
2022-05-14,3390
2022-05-14,3394
2022-05-15,3398
2022-05-15,3402
2022-05-15,3406
2022-05-15,3410
2022-05-16,3414
2022-05-16,3418
2022-05-16,3422
2022-05-16,3426
2022-05-17,3432
2022-05-17,3438
2022-05-17,3444
2022-05-17,3450
2022-05-17,3456
2022-05-17,3462
2022-05-18,3467
2022-05-18,3472
2022-05-18,3477
2022-05-18,3482
2022-05-18,3487
2022-05-19,3494
2022-05-19,3501
2022-05-19,3508
2022-05-19,3515
2022-05-19,3522
2022-05-19,3529
2022-05-19,3536
2022-05-20,3539
2022-05-20,3542
2022-05-20,3545
2022-05-21,3549
2022-05-21,3553
2022-05-21,3557
2022-05-21,3561
2022-05-22,3567
2022-05-22,3573
2022-05-22,3579
2022-05-22,3585
2022-05-22,3591
2022-05-22,3597
2022-05-23,3599
2022-05-23,3601
2022-05-24,3607
2022-05-24,3613
2022-05-24,3619
2022-05-24,3625
2022-05-24,3631
2022-05-24,3637
2022-05-25,3641
2022-05-25,3645
2022-05-25,3649
2022-05-25,3653
2022-05-26,3659
2022-05-26,3665
2022-05-26,3671
2022-05-26,3677
2022-05-26,3683
2022-05-26,3689
2022-05-27,3691
2022-05-27,3693
2022-05-28,3695
2022-05-28,3697
2022-05-29,3699
2022-05-29,3701
2022-05-30,3708
2022-05-30,3715
2022-05-30,3722
2022-05-30,3729
2022-05-30,3736
2022-05-30,3743
2022-05-30,3750
2022-05-31,3752
2022-05-31,3754
2022-06-01,3759
2022-06-01,3764
2022-06-01,3769
2022-06-01,3774
2022-06-01,3779
2022-06-02,3783
2022-06-02,3787
2022-06-02,3791
2022-06-02,3795
2022-06-03,3798
2022-06-03,3801
2022-06-03,3804
2022-06-04,3808
2022-06-04,3812
2022-06-04,3816
2022-06-04,3820
2022-06-05,3823
2022-06-05,3826
2022-06-05,3829
2022-06-06,3834
2022-06-06,3839
2022-06-06,3844
2022-06-06,3849
2022-06-06,3854
2022-06-07,3856
2022-06-07,3858
2022-06-08,3862
2022-06-08,3866
2022-06-08,3870
2022-06-08,3874
2022-06-09,3878
2022-06-09,3882
2022-06-09,3886
2022-06-09,3890
2022-06-10,3893
2022-06-10,3896
2022-06-10,3899
2022-06-11,3902
2022-06-11,3905
2022-06-11,3908
2022-06-12,3912
2022-06-12,3916
2022-06-12,3920
2022-06-12,3924
2022-06-13,3926
2022-06-13,3928
2022-06-14,3933
2022-06-14,3938
2022-06-14,3943
2022-06-14,3948
2022-06-14,3953
2022-06-15,3956
2022-06-15,3959
2022-06-15,3962
2022-06-16,3967
2022-06-16,3972
2022-06-16,3977
2022-06-16,3982
2022-06-16,3987
2022-06-17,3994
2022-06-17,4001
2022-06-17,4008
2022-06-17,4015
2022-06-17,4022
2022-06-17,4029
2022-06-17,4036
2022-06-18,4038
2022-06-18,4040
2022-06-19,4044
2022-06-19,4048
2022-06-19,4052
2022-06-19,4056
2022-06-20,4059
2022-06-20,4062
2022-06-20,4065
2022-06-21,4067
2022-06-21,4069
2022-06-22,4072
2022-06-22,4075
2022-06-22,4078
2022-06-23,4082
2022-06-23,4086
2022-06-23,4090
2022-06-23,4094
2022-06-24,4098
2022-06-24,4102
2022-06-24,4106
2022-06-24,4110
2022-06-25,4113
2022-06-25,4116
2022-06-25,4119
2022-06-26,4123
2022-06-26,4127
2022-06-26,4131
2022-06-26,4135
2022-06-27,4138
2022-06-27,4141
2022-06-27,4144
2022-06-28,4152
2022-06-28,4160
2022-06-28,4168
2022-06-28,4176
2022-06-28,4184
2022-06-28,4192
2022-06-28,4200
2022-06-28,4208
2022-06-29,4214
2022-06-29,4220
2022-06-29,4226
2022-06-29,4232
2022-06-29,4238
2022-06-29,4244
2022-06-30,4250
2022-06-30,4256
2022-06-30,4262
2022-06-30,4268
2022-06-30,4274
2022-06-30,4280
2022-07-01,4286
2022-07-01,4292
2022-07-01,4298
2022-07-01,4304
2022-07-01,4310
2022-07-01,4316
2022-07-02,4319
2022-07-02,4322
2022-07-02,4325
2022-07-03,4329
2022-07-03,4333
2022-07-03,4337
2022-07-03,4341
2022-07-04,4344
2022-07-04,4347
2022-07-04,4350
2022-07-05,4360
2022-07-05,4370
2022-07-05,4380
2022-07-05,4390
2022-07-05,4400
2022-07-05,4410
2022-07-05,4420
2022-07-05,4430
2022-07-05,4440
2022-07-05,4450
2022-07-06,4455
2022-07-06,4460
2022-07-06,4465
2022-07-06,4470
2022-07-06,4475
2022-07-07,4477
2022-07-07,4479
2022-07-08,4484
2022-07-08,4489
2022-07-08,4494
2022-07-08,4499
2022-07-08,4504
2022-07-09,4510
2022-07-09,4516
2022-07-09,4522
2022-07-09,4528
2022-07-09,4534
2022-07-09,4540
2022-07-10,4543
2022-07-10,4546
2022-07-10,4549
2022-07-11,4553
2022-07-11,4557
2022-07-11,4561
2022-07-11,4565
2022-07-12,4571
2022-07-12,4577
2022-07-12,4583
2022-07-12,4589
2022-07-12,4595
2022-07-12,4601
2022-07-13,4605
2022-07-13,4609
2022-07-13,4613
2022-07-13,4617
2022-07-14,4622
2022-07-14,4627
2022-07-14,4632
2022-07-14,4637
2022-07-14,4642
2022-07-15,4649
2022-07-15,4656
2022-07-15,4663
2022-07-15,4670
2022-07-15,4677
2022-07-15,4684
2022-07-15,4691
2022-07-16,4696
2022-07-16,4701
2022-07-16,4706
2022-07-16,4711
2022-07-16,4716
2022-07-17,4718
2022-07-17,4720
2022-07-18,4726
2022-07-18,4732
2022-07-18,4738
2022-07-18,4744
2022-07-18,4750
2022-07-18,4756
2022-07-19,4758
2022-07-19,4760
2022-07-20,4765
2022-07-20,4770
2022-07-20,4775
2022-07-20,4780
2022-07-20,4785
2022-07-21,4791
2022-07-21,4797
2022-07-21,4803
2022-07-21,4809
2022-07-21,4815
2022-07-21,4821
2022-07-22,4825
2022-07-22,4829
2022-07-22,4833
2022-07-22,4837
2022-07-23,4842
2022-07-23,4847
2022-07-23,4852
2022-07-23,4857
2022-07-23,4862
2022-07-24,4865
2022-07-24,4868
2022-07-24,4871
2022-07-25,4876
2022-07-25,4881
2022-07-25,4886
2022-07-25,4891
2022-07-25,4896
2022-07-26,4902
2022-07-26,4908
2022-07-26,4914
2022-07-26,4920
2022-07-26,4926
2022-07-26,4932
2022-07-27,4936
2022-07-27,4940
2022-07-27,4944
2022-07-27,4948
2022-07-28,4955
2022-07-28,4962
2022-07-28,4969
2022-07-28,4976
2022-07-28,4983
2022-07-28,4990
2022-07-28,4997
2022-07-29,5003
2022-07-29,5009
2022-07-29,5015
2022-07-29,5021
2022-07-29,5027
2022-07-29,5033
2022-07-30,5037
2022-07-30,5041
2022-07-30,5045
2022-07-30,5049
2022-07-31,5053
2022-07-31,5057
2022-07-31,5061
2022-07-31,5065
2022-08-01,5069
2022-08-01,5073
2022-08-01,5077
2022-08-01,5081
2022-08-02,5085
2022-08-02,5089
2022-08-02,5093
2022-08-02,5097
2022-08-03,5102
2022-08-03,5107
2022-08-03,5112
2022-08-03,5117
2022-08-03,5122
2022-08-04,5124
2022-08-04,5126
2022-08-05,5131
2022-08-05,5136
2022-08-05,5141
2022-08-05,5146
2022-08-05,5151
2022-08-06,5154
2022-08-06,5157
2022-08-06,5160
2022-08-07,5162
2022-08-07,5164
2022-08-08,5166
2022-08-08,5168
2022-08-09,5173
2022-08-09,5178
2022-08-09,5183
2022-08-09,5188
2022-08-09,5193
2022-08-10,5197
2022-08-10,5201
2022-08-10,5205
2022-08-10,5209
2022-08-11,5213
2022-08-11,5217
2022-08-11,5221
2022-08-11,5225
2022-08-12,5229
2022-08-12,5233
2022-08-12,5237
2022-08-12,5241
2022-08-13,5246
